Talker,Vowel,Token,Trial,Location,Quantity,F1,F2,F3
SW_039,oo1,1,3141,65,long,226.7368741006,1779.85118868996,2589.59027089523
SW_039,oo1,1,3141,80,long,421.777228626559,1708.67433708673,3148.24316279554
SW_039,oo1,2,3142,65,long,485.945541222153,1854.66685110619,3168.4201901458
SW_039,oo1,3,3143,50,long,421.315957656804,2133.73370972564,3184.33815267697
SW_039,oo1,3,3143,65,long,373.619718300008,1509.88454894141,2971.56914398965
SW_039,oo1,4,3144,35,long,406.937296174015,1489.64906356811,3088.63672218425
SW_039,oo1,4,3144,50,long,467.138631058766,1353.88167657131,2995.01198304605
SW_039,oo1,5,3145,50,long,497.232702622887,1940.4139529927,3208.46245143647
SW_039,oo1,5,3145,65,long,331.851197675397,1978.14763406667,3040.99259799995
SW_039,oo1,6,3146,50,long,496.885991258686,1756.74263657056,3123.26918782353
SW_039,oo1,7,3147,80,long,391.756111282198,1963.2469651816,3115.17670172678
SW_039,oo1,8,3148,50,long,499.886416228747,1500.95987781607,3043.7330100613
SW_039,oo1,8,3148,80,long,416.665596183559,2072.60594246429,3144.44885029958
SW_039,oa1,3,3243,35,long,359.269980097488,2026.01831913584,3254.27334382548
SW_039,oa1,5,3245,50,long,424.646070226154,1258.7499485935,3186.39520886559
SW_040,oo1,9,3369,65,long,421.868434151948,1293.33117336635,2744.99269275366
SW_040,oa1,1,3461,35,long,487.285109732214,1570.38924821263,2999.77921707803
SW_040,oa1,5,3465,35,long,406.245067167538,1281.96321627829,2829.39528410449
SW_040,oa1,9,3469,50,long,431.597891273068,1431.3213378037,3004.29713240199
SW_041,oo1,9,3589,80,long,319.513676963475,1310,2677.42963592214
SW_042,oo1,1,61,50,long,392.538833213532,1296.57173086291,2538.30861672218
SW_042,oo1,1,61,65,long,305.476358424442,1231.73924899918,2457.23340272252
SW_042,oo1,1,61,80,long,377.607866966492,1598.66500368173,2425.27562617943
SW_042,oo1,2,62,65,long,394.565702183427,1731.85088156035,2630.10896678024
SW_042,oo1,2,62,80,long,341.530923897019,1202.94743830959,2211.88951785421
SW_042,oo1,3,63,50,long,178.848426505767,1441.13528428052,2507.18822988733
SW_042,oo1,3,63,65,long,337.65627571024,1202.15342481398,2619.81690694324
SW_042,oo1,3,63,80,long,230.008600319212,1323.36077495386,2664.28920984084
SW_042,oo1,4,64,20,long,343.322930470929,1291.92778592928,2738.67022626244
SW_042,oo1,5,65,65,long,338.874253442983,1627.37405589464,2667.1907513707
SW_042,oo1,5,65,80,long,302.592838547176,1503.88724028819,2632.8422091883
SW_042,oo1,6,66,50,long,365.466645730871,1420.04991299419,2473.10321593826
SW_042,oo1,8,68,80,long,317.352380849868,1266.75205458032,2125.61574911285
SW_042,oo1,10,70,35,long,509.962614090942,1248.24236461815,2856.96205183861
SW_042,oo1,10,70,80,long,498.014655467691,1776.4254310179,2603.45038631052
SW_045,oo1,2,4022,35,long,426.556499839569,1281.33527423815,2945.26121382883
SW_045,oo1,3,4023,20,long,381.640207060571,1217.90151772579,2707.76215105571
SW_045,oo1,3,4023,50,long,253.639642620287,1828.57889516783,3064.62783695592
SW_045,oo1,7,4027,35,long,203,1704.86256830445,2847.06421183563
SW_045,oo1,8,4028,50,long,235.367344764431,1298.64485028595,2978.53973113696
SW_045,oo1,10,4030,65,long,225.40646302679,1381.49228035074,2766.89959452841
